,id,budget,popularity,runtime,revenue,has_collection,log_revenue,release_year,director_success,producer_success,actor1_success,actor2_success,log_budget,Drama,Adventure,Fantasy,Western,Thriller,Animation,Action,Mystery,Foreign,Science Fiction,Documentary,Family,adjusted_budget
553,554,0,4.769347,96.0,11081586,0,16.220795460073756,1993,0.0,8373585.0,52028276.416666664,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
554,555,14500000,9.298092,108.0,95789342,0,18.37766199458203,2001,0.0,0.0,0.0,0.0,16.489659276356317,0,0,0,0,0,1,0,0,0,1,0,0,14500000.0
555,556,0,4.854436,90.0,600000,0,13.304686600863562,1932,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,480672.0999999994
556,557,0,0.23999299999999998,112.0,4878242,0,15.400295672015407,2014,4739859.0,138070516.33333334,192098971.33333334,1076369.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,480672.0999999994
557,558,8500000,5.590678,96.0,22456509,0,16.927091107845406,2013,0.0,0.0,109134080.0,89690.5,15.955576839107596,0,0,0,0,0,0,0,0,0,0,0,0,8500000.0
558,559,23000000,7.528275999999999,106.0,46152411,0,17.647459781902764,2016,0.0,46850115.666666664,0.0,164030171.125,16.951004817371683,1,0,0,0,0,0,0,0,0,0,0,0,23000000.0
559,560,2700000,10.246132000000001,118.0,37799643,1,17.44781024255605,1979,0.0,0.0,9800000.0,0.0,14.80876270134486,0,1,0,0,0,0,0,0,0,0,0,1,2700000.0
560,561,0,1.282833,98.0,16136,0,9.688870050941352,2007,8009329.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
561,562,0,12.34835,96.0,1600000,0,14.285514812209815,2013,9705840.0,2152738.0,4852920.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
562,563,75000000,11.134888,99.0,196482882,0,19.096085876064585,2004,93175698.0,42282615.0,68526034.4,20430298.5,18.132998684833918,0,0,0,0,0,0,0,0,0,0,0,0,75000000.0
563,564,20000000,8.066726,100.0,36606743,0,17.415743043692466,2015,37094468.5,51943738.0,190790454.45454547,289999533.5,16.811242881518265,1,0,0,0,0,0,0,0,0,0,0,0,20000000.0
564,565,0,0.6996680000000001,120.0,930349,1,13.743316138415787,1984,887037.0,646714.0,1007198.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
565,566,0,3.9395569999999998,101.0,81010,0,11.302340226903391,2009,259207227.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
566,567,12000000,4.73816,167.0,7900000,0,15.882373444019521,1960,0.0,0.0,4191351.4,0.0,16.300417291085605,1,1,0,1,0,0,1,0,0,0,0,0,12000000.0
567,568,40000000,6.322435,91.0,36893721,0,17.423551959034715,2012,0.0,36126039.0,112629265.85714285,0.0,17.50439003707821,0,0,0,0,0,0,1,0,0,0,0,0,40000000.0
568,569,12000000,10.159713,100.0,17768012,0,16.69291037620854,2017,0.0,54026132.0,74445373.4,103162322.75,16.300417291085605,1,0,0,0,1,0,0,0,0,0,0,0,12000000.0
569,570,18000000,4.29831,118.0,3900000,0,15.176487367510099,1986,0.0,0.0,20200328.5,0.0,16.705882371415992,0,0,0,0,1,0,0,0,0,1,0,0,18000000.0
570,571,5000000,17.656951,113.0,82719885,1,18.23097059058031,2002,16169627.666666666,24254441.5,32017803.0,0.0,15.424948670398354,0,0,0,0,1,0,0,0,0,1,0,0,5000000.0
571,572,7000000,11.00913,89.0,16829545,1,16.6386465901644,2003,0.0,0.0,0.0,0.0,15.76142084987672,0,0,0,0,0,0,0,0,0,0,0,0,7000000.0
572,573,80000000,9.554067,117.0,74901339,0,18.13168233884811,2010,311918488.2,13704944.5,106718484.30434783,100392284.5,18.197537205138154,1,0,0,0,1,0,0,1,0,0,0,0,80000000.0
573,574,1000000,3.374229,97.0,10013424,0,16.119437250610915,2001,0.0,0.0,0.0,0.0,13.815511557963774,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0
574,575,35000000,10.754139,123.0,211952420,1,19.17187237820299,2016,281929795.0,0.0,64072223.333333336,92700391.0,17.370858648025116,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0
575,576,0,12.50303,130.0,20710451,0,16.846149058338817,1990,38901218.0,0.0,18471239.0,106787884.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
576,577,16000000,8.899417999999999,96.0,48878502,1,17.704848246335715,1990,17661522.0,72932548.66666667,60693299.0,0.0,16.588099342704055,0,0,0,0,0,0,1,0,0,1,0,0,16000000.0
577,578,0,8.665106,86.0,7800000,0,15.86963441986494,2017,0.0,1245737.0,88472613.2,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,480672.0999999994
578,579,16000000,14.906621,114.0,12434778,0,16.336007862645143,2012,0.0,108663149.33333333,200408617.16666666,26885038.333333332,16.588099342704055,1,0,0,0,0,0,0,0,0,0,0,0,16000000.0
579,580,0,1.033927,88.0,88,0,4.48863636973214,1948,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,480672.0999999994
580,581,0,2.858879,82.0,8033397,0,15.899118159552906,1986,0.0,0.0,55175812.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
581,582,0,6.785735000000001,116.0,461162,0,13.041506838660105,2014,92617986.4,22939027.0,17511.0,56966256.72727273,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
582,583,20000000,9.351557000000001,135.0,4001121,0,15.202085379751395,2007,10230408.666666666,8083230.0,35941869.18181818,62385327.25,16.811242881518265,1,0,0,0,0,0,0,0,0,0,0,0,20000000.0
583,584,19000000,15.339153,108.0,25836616,1,17.067303307255134,1996,38323499.0,0.0,263232174.5,0.0,16.759949589762293,0,0,0,0,1,0,1,0,0,0,0,0,19000000.0
584,585,0,0.773954,116.0,1083282,0,13.895506803019979,1987,0.0,10609321.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
585,586,10400000,8.792104,161.0,310000000,0,19.552082858669273,2016,0.0,15876666.666666666,31130705.9,0.0,16.15731646026544,1,0,0,0,0,0,0,0,0,0,0,0,10400000.0
586,587,1500000,0.446454,162.0,4400000,0,15.29711532616119,2015,0.0,0.0,0.0,0.0,14.220976332738882,0,0,0,0,0,0,0,0,0,0,0,0,1500000.0
587,588,40000000,0.75571,107.0,312242626,1,19.55929109420119,2016,127518849.8,138245878.0,108038517.18181819,0.0,17.50439003707821,0,0,0,0,0,0,1,0,0,1,0,0,40000000.0
588,589,90000,0.837849,72.0,5000000,0,15.424948670398354,1958,0.0,0.0,0.0,0.0,11.407576060361786,0,0,0,0,1,0,0,0,0,0,0,0,90000.0
589,590,28000000,5.017519999999999,134.0,5684789,0,15.553304745170516,1997,31130962.2,6485057.0,0.0,0.0,17.147715103853763,1,0,0,0,0,0,0,0,0,0,0,0,28000000.0
590,591,0,0.218263,94.0,9016377,0,16.01455325928874,1999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
591,592,0,0.402368,0.0,234748,0,12.366272137210531,2003,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
592,593,6000000,7.903956,109.0,44703995,0,17.61557345156137,2008,8638716.666666666,0.0,26743921.0,25582543.25,15.607270193858982,1,0,0,0,0,0,0,0,0,0,0,0,6000000.0
593,594,3000000,11.303239999999999,108.0,11176469,1,16.229321233436963,2013,18745469.727272727,0.0,40619030.8,16290814.857142856,14.914123179965662,1,0,0,0,0,0,0,0,0,0,0,0,3000000.0
594,595,0,11.971318,97.0,32648673,0,17.301314800304574,1995,51132598.0,98398661.5,0.0,30987695.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
595,596,0,1.985348,88.0,214000,0,12.273735966890268,2013,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
596,597,8000000,10.434018,120.0,21028755,1,16.86140139233913,1982,55000000.0,0.0,39768000.0,0.0,15.894952224644102,0,0,1,0,0,0,0,0,0,0,0,0,8000000.0
597,598,8000000,5.320117,102.0,100523181,0,18.425898925530607,2006,0.0,30016165.0,42591580.5,134101248.0,15.894952224644102,1,0,0,0,0,0,0,0,0,0,0,0,8000000.0
598,599,13000000,5.169999,110.0,1151330,0,13.956429222382813,2006,22231658.0,10393863.333333334,80451238.0,0.0,16.380459992348886,1,0,0,0,0,0,0,0,0,0,0,0,13000000.0
599,600,35000000,13.542675,112.0,42930462,0,17.57509222514142,2013,0.0,0.0,78751491.75,9312091.6,17.370858648025116,1,0,0,0,1,0,0,0,0,0,0,0,35000000.0
600,601,15000000,20.301019,110.0,356830601,0,19.69277172292949,1986,21829739.0,0.0,69136338.71428572,68706993.0,16.52356082573315,0,0,0,0,0,0,1,0,0,0,0,0,15000000.0
601,602,12000000,7.607052,100.0,60273173,0,17.914397687089004,2015,18642.0,0.0,32064004.8,69982191.66666667,16.300417291085605,1,0,0,0,1,0,0,0,0,0,0,0,12000000.0
602,603,65000000,10.90061,132.0,117487473,0,18.58184228161053,2001,161626121.0,0.0,51840805.666666664,27200316.0,17.989897843244528,1,1,0,0,0,0,1,0,0,0,0,0,65000000.0
603,604,16000000,12.069966,97.0,53478166,0,17.794784035115494,1999,0.0,0.0,51022125.5,0.0,16.588099342704055,1,0,0,0,0,0,0,0,0,0,0,0,16000000.0
604,605,5500000,6.3893260000000005,109.0,26414658,0,17.08942967916541,1977,14200000.0,30476000.0,16088000.0,0.0,15.520258832020865,1,0,0,0,1,0,1,0,0,0,0,0,5500000.0
605,606,100000,5.113205000000001,193.0,11000000,0,16.213405921671733,2015,0.0,0.0,0.0,0.0,11.51293546492023,1,0,0,0,0,0,0,0,0,0,0,0,100000.0
606,607,0,10.475435000000001,141.0,228984,0,12.34141177820761,2014,32312384.333333332,0.0,103893480.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,480672.0999999994
607,608,0,1.373641,88.0,429766,0,12.970998480345193,2011,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,480672.0999999994
608,609,700000,2.819298,77.0,31576,0,10.36018428646371,2007,0.0,0.0,7022209.0,0.0,13.45883704259595,1,0,0,0,0,0,0,0,0,0,0,0,700000.0
609,610,0,5.121308999999999,71.0,273644,1,12.51958692489043,1997,9771658.0,0.0,9771658.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,480672.0999999994
610,611,12000000,7.075533999999999,82.0,3769990,0,15.14258317215344,1987,0.0,0.0,0.0,0.0,16.300417291085605,0,0,1,0,0,0,1,0,0,1,0,0,12000000.0
611,612,8575000,16.727404999999997,145.0,1983204,0,14.500224780877835,2016,11434040.2,0.0,0.0,0.0,15.964361667634346,1,0,0,0,1,0,0,0,0,0,0,0,8575000.0
612,613,5000000,10.737565,101.0,8203235,0,15.920039268533248,2004,344255.0,0.0,85039272.8888889,13546440.0,15.424948670398354,1,0,0,0,1,0,0,0,0,0,0,0,5000000.0
613,614,17000000,5.924226,95.0,16980098,0,16.647552569219172,2004,6892507.5,0.0,4636169.0,28342689.0,16.648723960844016,0,0,0,0,0,0,0,0,0,0,0,0,17000000.0
614,615,6000000,8.522673,158.0,28900000,1,17.179352187684735,1961,0.0,0.0,7639250.0,0.0,15.607270193858982,1,1,0,0,0,0,1,0,0,0,0,0,6000000.0
615,616,0,3.9366730000000003,110.0,1107542,0,13.917654606332812,2008,0.0,0.0,239635777.25,102471.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
616,617,0,0.31843699999999997,95.0,170000,0,12.04355959836804,2010,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,480672.0999999994
617,618,35000000,10.378902,94.0,117270765,1,18.579996058350766,1993,17955360.5,130823037.0,22831850.4,0.0,17.370858648025116,0,0,0,0,0,0,0,0,0,0,0,1,35000000.0
618,619,4500000,14.658885,90.0,27092880,0,17.11478155761295,1982,0.0,30347514.333333332,0.0,0.0,15.319588176962746,0,0,0,0,0,0,0,0,0,0,0,0,4500000.0
619,620,0,5.472430999999999,188.0,4971340,0,15.419200180591716,1982,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,480672.0999999994
620,621,70000000,10.876463000000001,105.0,177841558,0,18.996403593888584,1999,37243493.75,80179308.33333333,164334492.27272728,28388474.75,18.064005814299346,1,0,0,0,1,0,0,1,0,0,0,0,70000000.0
621,622,0,7.559297999999999,120.0,837000,0,13.637580544214028,2004,17375293.166666668,89958868.66666667,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
622,623,10000000,10.754997,109.0,4073489,0,15.22001068383845,2016,209181082.5,0.0,78191169.1875,56725942.0,16.118095750958314,1,0,0,0,0,0,0,0,0,0,0,0,10000000.0
623,624,85000000,9.434006,130.0,137298489,0,18.73766787286272,1993,0.0,8125592.0,67270008.0,25986514.5,18.258161826219297,0,1,1,0,0,0,1,0,0,0,0,1,85000000.0
624,625,22000000,8.473369,84.0,84772742,0,18.255484622206644,2001,0.0,0.0,8531249.5,0.0,16.906553056777135,0,0,0,0,0,0,1,0,0,0,0,0,22000000.0
625,626,15000000,14.319742999999999,212.0,146900000,0,18.80526264795146,1959,0.0,15000000.0,122700000.0,0.0,16.52356082573315,1,1,0,0,0,0,1,0,0,0,0,0,15000000.0
626,627,0,4.379054,112.0,5632086,0,15.543990624143886,1993,0.0,3206713.0,0.0,160562708.75,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
627,628,16000000,5.1278760000000005,142.0,29251596,0,17.191444728442306,2016,0.0,38855803.375,26843687.8125,0.0,16.588099342704055,1,0,0,0,1,0,1,0,0,0,0,0,16000000.0
628,629,6000000,7.873407,116.0,6174491,0,15.635937169887706,2016,0.0,0.0,38192313.333333336,42507348.375,15.607270193858982,1,0,0,0,0,0,0,0,0,0,0,0,6000000.0
629,630,0,0.8974129999999999,116.0,12413650,0,16.334307312140215,1998,0.0,37645361.5,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
630,631,16000000,12.646517999999999,126.0,109502303,0,18.51145614809536,2004,105834556.0,10771919.0,22475967.333333332,0.0,16.588099342704055,1,0,0,0,0,0,0,0,0,0,0,0,16000000.0
631,632,10000000,4.127728,125.0,1500000,0,14.220976332738882,1970,7916666.666666667,10100000.0,0.0,0.0,16.118095750958314,0,1,0,0,1,0,0,1,0,0,0,0,10000000.0
632,633,15000000,6.600650999999999,110.0,30102717,0,17.220126024645715,1991,13680783.5,0.0,16858701.75,3283371.0,16.52356082573315,1,0,0,0,1,0,1,0,0,0,0,0,15000000.0
633,634,100000000,19.382082,106.0,330579719,1,19.616358398456935,2005,153633304.0,520631810.0,246307810.0,87451767.2,18.420680753952364,0,1,1,0,0,0,1,0,0,1,0,0,100000000.0
634,635,0,8.3539,106.0,44527234,1,17.611611582399007,1968,0.0,0.0,13166666.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
635,636,27000000,14.225919000000001,102.0,20158808,1,16.819151922041353,1984,11511031.0,0.0,0.0,0.0,17.11134746100564,1,1,1,0,0,0,0,0,0,0,0,1,27000000.0
636,637,0,2.081712,107.0,36565280,0,17.41460974160228,1981,0.0,0.0,0.0,7366363.5,0.0,0,1,0,0,0,0,1,0,0,0,0,0,480672.0999999994
637,638,23000000,7.667578999999999,98.0,150816700,1,18.831575756742744,2008,65016861.75,0.0,86165646.0,0.0,16.951004817371683,1,0,0,0,0,0,0,0,0,0,0,0,23000000.0
638,639,300000,1.023164,105.0,1400000,0,14.151983508870947,1981,0.0,0.0,0.0,0.0,12.611541086966115,0,1,0,0,0,0,0,0,0,0,0,0,300000.0
639,640,6,11.179864,122.0,8,0,2.1972245773362196,2000,0.0,0.0,35207573.0,88988613.0,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,0,6.0
640,641,50000000,5.716009,146.0,73956241,0,18.11898415194294,1999,44480971.6,64648286.0,61444838.4,0.0,17.72753358339242,1,0,0,0,0,0,0,0,0,0,0,0,50000000.0
641,642,50000000,10.337994,95.0,97437106,0,18.39471767141942,2014,0.0,99753.66666666667,372452993.6666667,78190950.3076923,17.72753358339242,0,1,1,0,0,1,0,0,0,0,0,1,50000000.0
642,643,39000000,7.830087,116.0,288752301,0,19.48107979206287,1988,141000000.0,0.0,43747693.0,0.0,17.479072229734946,0,0,0,0,0,0,0,0,0,0,0,0,39000000.0
643,644,13000000,2.326115,84.0,8026971,0,15.898317928880397,1998,0.0,0.0,0.0,0.0,16.380459992348886,0,0,0,0,0,0,0,0,0,0,0,0,13000000.0
644,645,0,7.8435619999999995,143.0,55240,0,10.919460710183415,1952,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
645,646,5000000,9.649312,113.0,1000000,0,13.815511557963774,2010,0.0,0.0,0.0,27457.5,15.424948670398354,1,0,0,0,1,0,0,0,0,0,0,0,5000000.0
646,647,50000000,5.768575,128.0,94000000,0,18.358805350872576,2005,0.0,0.0,151710275.30769232,87490163.2,17.72753358339242,1,0,0,0,1,0,0,0,0,0,0,0,50000000.0
647,648,9000000,14.304205,98.0,2500000,0,14.731801689838349,1968,0.0,0.0,0.0,0.0,16.012735246411598,0,0,0,0,0,0,0,0,0,1,0,0,9000000.0
648,649,0,5.682778,130.0,16300000,0,16.60667572712668,1944,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
649,650,30000000,11.766244,85.0,192452832,1,19.07536165829236,2005,0.0,0.0,0.0,13112605.5,17.216707972959764,0,1,0,0,0,1,0,0,0,0,0,1,30000000.0
650,651,16500000,10.673167,136.0,135000000,0,18.72078534381011,1995,2601102.6666666665,0.0,8055003.5,11618955.5,16.61887099947687,1,0,0,0,0,0,0,0,0,0,0,0,16500000.0
651,652,5000000,5.839893,107.0,12232628,0,16.31961744776731,1983,0.0,0.0,19585500.0,3469463.5,15.424948670398354,1,0,0,1,1,0,1,0,0,0,0,0,5000000.0
652,653,0,2.805298,101.0,49501,0,10.809768351780965,1998,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
653,654,20000,3.111281,111.0,99000,0,11.502885230075814,1997,0.0,0.0,0.0,0.0,9.90353755128617,0,0,0,0,1,0,0,1,0,0,0,0,20000.0
654,655,2600000,8.623982,92.0,553198,0,13.223473071106609,2007,3029287.0,0.0,0.0,0.0,14.77102238760702,0,0,0,0,1,0,0,0,0,1,0,0,2600000.0
655,656,25000000,7.438934,97.0,22200000,0,16.915602891887552,1994,0.0,91556610.75,173808223.0,76748875.66666667,17.034386422832473,1,0,0,0,0,0,0,0,0,0,0,0,25000000.0
656,657,11500000,6.5145919999999995,99.0,20079850,0,16.815227432441546,1994,0.0,115101622.0,13527115.5,34163532.333333336,16.257857680289998,1,0,0,0,0,0,0,0,0,0,0,0,11500000.0
657,658,0,11.959887,106.0,13000000,0,16.380459992348886,1985,3133310.5,111356920.33333333,32691287.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
658,659,13000000,8.378149,161.0,754249,0,13.533479157021308,2009,520641.5,10165694.0,0.0,0.0,16.380459992348886,1,0,1,0,0,0,0,0,0,0,0,0,13000000.0
659,660,7500000,19.561767,93.0,8135031,1,15.911690232247699,2012,0.0,0.0,0.0,0.0,15.830413711839864,0,0,0,0,0,0,1,0,0,1,0,0,7500000.0
660,661,54000000,20.214422,132.0,132511035,0,18.70217649048812,2006,0.0,0.0,321047239.8,5872669.0,17.804494623047066,0,0,1,0,1,0,1,0,0,0,0,0,54000000.0
661,662,5500000,4.711231,116.0,10016934,0,16.119787718604094,2012,1801771.0,0.0,167884447.8,0.0,15.520258832020865,0,0,0,0,0,0,0,0,0,0,0,0,5500000.0
662,663,15000000,14.511442,111.0,16633035,0,16.62690139614236,2009,0.0,0.0,79488456.33333333,0.0,16.52356082573315,1,0,0,0,0,0,0,0,0,0,0,0,15000000.0
663,664,0,6.76513,88.0,18112929,0,16.71213660583997,2012,0.0,205703818.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,480672.0999999994
664,665,0,1.0737430000000001,85.0,70,0,4.2626798770413155,1994,39205268.2,0.0,94015551.66666667,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,480672.0999999994
665,666,0,4.118698999999999,98.0,10,1,2.3978952727983707,2010,18097.0,0.0,85275240.6,20123566.555555556,0.0,1,0,0,0,0,0,1,0,0,0,0,0,480672.0999999994
666,667,250000000,20.644776,161.0,958400000,1,20.680775786368866,2013,494523673.0,615961589.5,520400443.0,754955824.0,19.33697147982652,0,1,1,0,0,0,0,0,0,0,0,0,250000000.0
667,668,0,4.250364,118.0,340911,0,12.739379658445147,2013,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
668,669,6300000,4.38806,101.0,419953,0,12.947900460451857,2012,0.0,0.0,0.0,42668180.071428575,15.656060350091908,0,0,0,0,1,0,0,0,0,0,0,0,6300000.0
669,670,0,8.387519000000001,106.0,76578911,1,18.153832296547648,1995,30973633.5,61947267.0,43475197.2,27968157.444444444,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
670,671,2650000,4.471515,147.0,3100000,0,14.946912992035967,1962,7700000.0,0.0,12183333.333333334,9600000.0,14.790070575320824,1,0,0,0,0,0,0,0,0,0,0,0,2650000.0
671,672,6400000,1.8229400000000002,151.0,5900000,0,15.59046307836746,2010,9600000.0,0.0,9435630.0,5150000.0,15.671808704579888,1,0,0,0,0,0,0,0,0,0,0,0,6400000.0
672,673,6000000,7.510159,107.0,3485127,0,15.064015330340151,2014,0.0,0.0,61762198.166666664,0.0,15.607270193858982,1,0,0,0,0,0,0,0,0,0,0,0,6000000.0
673,674,4200000,8.233168,114.0,38376497,0,17.462955798940374,1984,0.0,51037634.666666664,0.0,0.0,15.250595321348806,0,0,0,0,1,0,1,0,0,0,0,0,4200000.0
674,675,135000000,13.890179999999999,121.0,76932943,0,18.158444743258723,2005,202804188.0,187776258.64285713,60217693.0,107071655.0,18.72078534381011,0,0,0,0,0,0,1,0,0,0,0,0,135000000.0
675,676,10000000,5.024458999999999,77.0,11411644,0,16.250144883225648,2002,0.0,0.0,0.0,0.0,16.118095750958314,0,0,0,0,0,1,1,0,0,0,0,1,10000000.0
676,677,28000000,13.570264000000002,103.0,60700000,1,17.921454272504192,2013,20813715.5,414351546.0,96188903.0,57560222.0,17.147715103853763,0,1,0,0,0,0,1,0,0,0,0,0,28000000.0
677,678,25000000,3.643468,117.0,777423,0,13.56374116906162,1998,0.0,0.0,16599720.333333334,21095579.166666668,17.034386422832473,1,0,0,0,0,0,0,0,0,0,0,0,25000000.0
678,679,0,7.174869,106.0,1296937,0,14.075516659534566,2011,0.0,0.0,62441815.11111111,22777947.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
679,680,2500000,5.490505000000001,106.0,8750000,0,15.984564372619506,1955,14988104.333333334,19482156.5,2850000.0,36764313.0,14.731801689838349,1,0,0,0,1,0,0,1,0,0,0,0,2500000.0
680,681,125000000,15.049695000000002,124.0,544272402,0,20.114960420300196,2004,379014294.0,18564088.0,26058719.8125,2234629.3333333335,18.643824303266577,0,1,0,0,1,0,1,0,0,1,0,0,125000000.0
681,682,25000000,11.109932,99.0,11000000,0,16.213405921671733,1986,39494528.0,0.0,22086673.666666668,42721196.0,17.034386422832473,0,1,1,0,0,0,1,0,0,0,0,0,25000000.0
682,683,0,9.861672,107.0,46405336,0,17.652925032133737,1993,49173518.666666664,0.0,48029264.0,99614599.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
683,684,26000000,13.003122,91.0,183293131,1,19.02659724347731,2009,133455179.66666667,0.0,186072214.0,0.0,17.073607134447293,0,1,0,0,0,0,1,0,0,0,0,1,26000000.0
684,685,160000000,287.253654,129.0,1262886337,0,20.95666568259922,2017,249708590.0,34102988.8,252249503.75,2367161.0,18.8906843794481,0,0,1,0,0,0,0,0,0,0,0,1,160000000.0
685,686,1271000,7.441117,81.0,3788000,0,15.147348997279623,1955,0.0,0.0,2681500.0,0.0,14.055315336953344,1,0,0,1,0,0,0,0,0,0,0,0,1271000.0
686,687,40000000,16.453573000000002,114.0,86234523,0,18.272581165891857,2016,195329896.125,0.0,38192313.333333336,77762586.22222222,17.50439003707821,1,0,0,0,0,0,0,0,0,0,0,0,40000000.0
687,688,0,11.966566,80.0,1382462,0,14.139377248910181,1990,0.0,0.0,441306145.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
688,689,0,4.352904,122.0,11294,0,9.332115428902103,2013,6858843.75,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
689,690,113000000,13.165420999999998,140.0,850000000,1,20.560746908625106,2005,343230577.2,924317558.0,176883369.6153846,188809049.75,18.542898385526172,0,1,0,0,0,0,1,0,0,1,0,0,113000000.0
690,691,0,4.074783,104.0,6000000,0,15.607270193858982,1960,0.0,0.0,7918750.0,25650000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
691,692,35000000,5.370818,102.0,11560806,0,16.263131228460505,2003,139556797.0,117487473.0,60578507.0,0.0,17.370858648025116,1,0,1,0,1,0,0,1,0,0,0,0,35000000.0
692,693,30000000,8.587129,108.0,180622424,0,19.01191936067399,2002,0.0,229877288.7,120430780.33333333,30655.0,17.216707972959764,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0
693,694,5000000,13.524048,112.0,2450846,0,14.71194423706121,2014,881439.5,104810.0,200784239.0,36556106.25,15.424948670398354,1,0,0,0,1,0,0,1,0,0,0,0,5000000.0
694,695,0,13.235179,97.0,5979292,0,15.603812891512652,1983,29754962.5,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,480672.0999999994
695,696,1,1.280455,132.0,2,0,1.0986122886681098,2003,0.0,0.0,75000000.0,0.0,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,0,0,1.0
696,697,0,11.950477000000001,108.0,20000000,0,16.811242881518265,1992,0.0,0.0,28400000.0,3752325.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480672.0999999994
697,698,12000000,17.788579000000002,94.0,265452,0,12.489193079511338,2013,0.0,0.0,3066112.6666666665,65664721.0,16.300417291085605,0,0,0,0,0,0,0,0,0,0,0,0,12000000.0
698,699,6000000,11.732546000000001,137.0,9077700,0,16.021331524685905,2015,19906191.5,0.0,39817499.5,0.0,15.607270193858982,1,0,0,0,0,0,0,0,0,0,0,0,6000000.0
699,700,40000000,9.420931,102.0,124827316,1,18.642441876165456,2016,140298202.2857143,0.0,70869317.375,48634657.266666666,17.50439003707821,0,0,0,0,0,0,1,0,0,0,0,0,40000000.0
700,701,25000000,7.409178999999999,94.0,38748395,0,17.472599919358508,1986,40577001.0,0.0,222724172.0,0.0,17.034386422832473,0,0,0,0,0,0,0,0,0,0,0,0,25000000.0
701,702,5000000,15.021057999999998,94.0,98450062,0,18.405060002967943,2015,284730968.0,0.0,0.0,0.0,15.424948670398354,0,0,0,0,1,0,0,0,0,0,0,0,5000000.0
702,703,11000000,18.344227,95.0,235483004,1,19.277149303211587,1999,0.0,0.0,234989584.0,0.0,16.213405921671733,0,0,0,0,0,0,0,0,0,0,0,0,11000000.0
